playerid,birthDate
sa1169991,1998-09-19
sa1170012,1998-05-24
sa1170052,1998-05-01
sa1170108,1998-05-28
sa1170279,1997-08-20
sa1170316,1996-04-14
sa1170340,2000-09-22
sa1170342,1996-12-03
sa1170357,1997-08-20
sa1170373,1998-03-30
sa1170436,1998-03-29
sa1170451,1998-07-08
sa1170484,1996-11-29
sa1170503,1996-09-03
sa1170516,1998-07-22
sa1170619,1996-11-01
sa1170749,1997-01-09
sa1170867,1997-07-02
sa1170874,1997-04-10
sa1170897,1999-01-17
sa1170906,1994-09-06
sa1170930,1999-09-08
sa1171029,1997-04-22
sa1171936,2000-01-07
sa1172127,2001-12-19
sa1172135,1996-01-09
sa1172219,1997-02-27
sa1172727,1997-09-02
sa1172845,1998-09-09
sa206642,1994-04-04
sa3002617,2000-07-16
sa3002635,2000-07-08
sa3002678,1999-04-22
sa3002702,2000-01-05
sa3002779,1995-02-15
sa3002788,1999-09-27
sa3002794,1999-09-07
sa3002796,1999-04-23
sa3002811,1999-03-29
sa3002812,1997-01-07
sa3002814,1999-01-20
sa3002816,1999-12-10
sa3002818,2000-04-03
sa3002820,1998-10-20
sa3002831,1996-03-15
sa3002836,1996-06-28
sa3002846,1999-09-09
sa3002851,2000-06-26
sa3002860,1999-09-04
sa3002866,1999-12-12
sa3002925,2000-02-27
sa3002926,1999-12-06
sa3002928,1998-08-03
sa3002934,1998-09-07
sa3002941,2000-08-28
sa3002949,1999-01-09
sa3002965,2000-08-08
sa3002971,1999-09-23
sa3002980,1999-08-26
sa3002981,1999-03-13
sa3002982,1999-10-23
sa3002985,2000-02-05
sa3002998,2000-04-17
sa3003009,2000-01-12
sa3003015,1999-06-01
sa3003021,2000-07-01
sa3003026,2000-05-09
sa3003030,1999-12-02
sa3003036,1996-03-13
sa3003037,1999-12-22
sa3003039,2000-03-03
sa3003041,1999-08-25
sa3003046,1998-11-02
sa3003066,1999-06-16
sa3003083,2000-07-12
sa3003102,1998-06-04
sa3003106,1999-07-15
sa3003109,1994-04-23
sa3003115,1998-11-26
sa3003124,1997-03-14
sa3003132,1997-03-17
sa3003133,1997-06-07
sa3003158,1999-02-10
sa3003173,1999-06-20
sa3003185,1999-10-03
sa3003197,2000-02-06
sa3003219,1998-04-28
sa3003225,2000-05-02
sa3003274,2000-05-31
sa3003280,1999-10-22
sa3003288,2000-06-15
sa3003291,2000-01-12
sa3003331,1999-09-02
sa3003347,2000-05-29
sa3003350,2000-02-05
sa3003360,2000-01-10
sa3003377,2000-06-04
sa3003961,1996-03-16
sa3003988,1995-01-03
sa3004006,2000-01-04
sa3004014,1997-07-23
sa3004046,1998-10-06
sa3004061,1996-07-18
sa3004065,1994-12-01
sa3004128,1994-09-20
sa3004142,1999-01-06
sa3004146,1999-10-22
sa3004148,1999-12-03
sa3004149,1999-09-23
sa3004160,1995-08-13
sa3004197,1996-06-04
sa3004204,1999-05-07
sa3004215,1997-09-04
sa3004222,1995-03-27
sa3004263,1999-10-31
sa3004337,1996-08-24
sa3004345,1999-02-08
sa3004348,1999-01-07
sa3004364,1998-06-11
sa3004382,2000-07-12
sa3004462,1999-06-02
sa3004471,1995-09-17
sa3004493,1996-02-07
sa3004505,1995-10-12
sa3004571,1996-07-17
sa3004584,1996-09-03
sa3004588,1998-09-29
sa3004591,1996-01-14
sa3004637,1995-01-11
sa3004648,1998-11-03
sa3004657,1995-11-08
sa3004661,1995-10-09
sa3004676,1994-10-20
sa3004680,1994-11-04
sa3004691,1998-06-26
sa3004701,1996-04-28
sa3004702,1999-11-29
sa3004704,1994-08-22
sa3004713,1995-11-14
sa3004722,1998-06-01
sa3004736,1998-05-20
sa3004780,1996-06-05
sa3004802,2000-08-02
sa3004812,1998-11-13
sa3004813,1995-09-06
sa3004819,1994-07-29
sa3004823,1996-05-19
sa3004833,1999-11-21
sa3004857,1995-12-14
sa3004867,1999-10-17
sa3004869,1999-06-11
sa3004871,1999-10-24
sa3004872,1999-09-23
sa3004883,1999-06-08
sa3004884,1999-03-11
sa3004885,1999-06-02
sa3004932,1998-09-26
sa3004942,1999-10-08
sa3004944,1999-03-18
sa3004968,1998-08-22
sa3004969,1999-10-25
sa3004972,1998-06-29
sa3004978,1995-10-06
sa3004987,1996-06-20
sa3005015,1998-12-03
sa3005016,1994-09-27
sa3005026,2000-07-28
sa3005028,1998-10-15
sa3005029,1999-08-04
sa3005037,1998-11-30
sa3005060,1996-08-10
sa3005070,1999-06-25
sa3005073,2000-06-04
sa3005077,1999-05-22
sa3005103,1998-07-06
sa3005116,1998-06-05
sa3005117,1999-03-21
sa3005151,1999-05-25
sa3005152,1999-08-28
sa3005187,1995-07-04
sa3005188,1999-12-22
sa3005194,1996-03-22
sa3005196,1999-09-13
sa3005207,1996-09-26
sa3005209,1997-08-11
sa3005216,1999-09-06
sa3005229,1999-06-17
sa3005240,2000-08-26
sa3005257,1999-05-11
sa3005258,1999-10-15
sa3005285,1999-08-10
sa3005308,1996-07-21
sa3005332,1999-07-22
sa3005359,1995-10-18
sa3005361,1998-12-16
sa3005379,1998-09-15
sa3005397,1998-02-05
sa3005408,1995-09-09
sa3005410,1995-09-17
sa3005430,2001-01-25
sa3005433,1999-12-03
sa3005435,1999-09-10
sa3005437,2001-06-29
sa3005444,2000-11-12
sa3005445,2000-07-15
sa3005448,2000-11-18
sa3005452,1998-11-19
sa3005456,1998-07-30
sa3005464,2001-04-27
sa3005470,2001-08-16
sa3005472,1999-05-13
sa3005476,2000-11-12
sa3005478,2000-12-07
sa3005486,2000-09-05
sa3005488,2000-10-24
sa3005492,1997-12-29
sa3005500,2000-09-01
sa3005504,1999-11-24
sa3005507,2000-07-08
sa3005515,2001-08-17
sa3005519,2000-11-09
sa3005529,2000-07-05
sa3005538,2001-07-27
sa3005541,2000-09-28
sa3005544,2001-03-02
sa3005549,2000-09-14
sa3005551,2000-12-04
sa3005565,2001-07-24
sa3005570,2001-07-29
sa3005576,2001-07-11
sa3005586,2000-10-20
sa3005587,2000-03-15
sa3005598,2000-01-12
sa3005602,2000-09-20
sa3005603,2000-10-06
sa3005612,2001-01-06
sa3005613,2000-12-26
sa3005617,1999-09-19
sa3005624,2000-01-02
sa3005628,2000-09-24
sa3005685,2000-08-23
sa3005687,2000-02-19
sa3005688,2000-05-27
sa3005692,2000-01-02
sa3005694,2000-04-24
sa3005696,2001-01-22
sa3005697,1998-09-07
sa3005698,1999-03-13
sa3005702,1997-10-01
sa3005709,2000-05-12
sa3005712,2000-07-22
sa3005715,2000-09-16
sa3005716,2001-04-12
sa3005727,2000-02-26
sa3005750,2001-05-16
sa3005755,2001-08-28
sa3005759,2000-11-21
sa3005774,2001-01-05
sa3005775,2000-11-22
sa3005780,2001-08-28
sa3005781,2000-10-06
sa3005812,2000-11-22
sa3005826,1999-03-06
sa3005828,1999-09-26
sa3005836,2000-09-23
sa3005839,2001-05-29
sa3005848,1999-05-23
sa3005849,1999-09-20
sa3005877,2000-09-03
sa3005879,1999-06-11
sa3005889,1999-12-12
sa3005890,2001-01-15
sa3005891,2000-03-10
sa3005924,2000-09-05
sa3005925,2001-02-22
sa3005928,2001-06-12
sa3005938,1999-04-06
sa3005939,2001-05-28
sa3005952,1999-03-01
sa3006070,1999-01-30
sa3006100,2000-09-05
sa3006110,1999-11-08
sa3006122,2000-07-10
sa3006127,2001-03-30
sa3006133,2001-04-24
sa3006135,2000-10-01
sa3006141,2000-07-18
sa3006145,1998-04-28
sa3006164,1998-04-17
sa3006177,2000-01-22
sa3006187,2000-03-20
sa3006220,2001-05-29
sa3006221,2000-05-10
sa3006352,2001-02-02
sa3006354,2000-06-13
sa3006358,2000-07-27
sa3006381,2000-12-25
sa3006383,2000-05-18
sa3006385,2000-06-15
sa3006386,2001-03-23
sa3006390,2000-04-11
sa3006398,2000-08-20
sa3006399,2001-08-24
sa3006406,2000-10-06
sa3006407,2000-06-02
sa3006410,2001-02-10
sa3006414,2001-07-10
sa3006415,1999-07-11
sa3006417,2000-02-06
sa3006421,1999-11-09
sa3006482,1999-09-21
sa3006485,2001-06-07
sa3006491,1999-07-07
sa3006494,2001-02-01
sa3006495,2001-01-19
sa3006501,1998-09-05
sa3006502,2001-07-25
sa3006521,2000-12-14
sa3006525,2001-03-28
sa3006544,2000-09-11
sa3006548,2000-01-11
sa3006557,2000-02-14
sa3006570,1999-02-25
sa3006590,1998-11-28
sa3006600,2001-03-27
sa3006615,1999-10-10
sa3006619,1999-06-26
sa3006621,2001-07-02
sa3006640,1997-07-25
sa3006664,1998-02-17
sa3006666,1996-12-17
sa3006670,1997-08-12
sa3006674,1997-03-05
sa3006699,1998-06-14
sa3006701,1995-08-31
sa3006702,2001-03-28
sa3006720,1997-04-11
sa3006728,1996-03-24
sa3006735,1996-08-11
sa3006759,1997-05-29
sa3006765,1995-11-25
sa3006766,1995-06-30
sa3006783,1995-12-18
sa3006796,1995-09-20
sa3006798,1996-05-21
sa3006801,1996-11-18
sa3006803,1996-08-07
sa3006811,1996-04-22
sa3006815,2000-10-11
sa3006817,2001-03-23
sa3006826,1995-10-10
sa3006834,1996-06-08
sa3006866,1999-12-01
sa3006867,2000-04-11
sa3006869,1997-02-11
sa3006876,1996-01-15
sa3006884,2000-12-11
sa3006888,2000-10-12
sa3006889,2001-01-16
sa3006897,2000-03-22
sa3006900,2001-08-12
sa3006903,1999-10-06
sa3006950,1997-06-18
sa3006956,1996-08-25
sa3006966,1996-03-15
sa3006985,1997-10-17
sa3006986,1997-09-13
sa3007005,1996-09-10
sa3007008,1997-05-09
sa3007010,1997-02-25
sa3007013,1996-11-27
sa3007016,1997-07-18
sa3007019,1999-05-24
sa3007022,2000-09-11
sa3007023,1999-06-08
sa3007028,1996-11-23
sa3007030,1998-03-31
sa3007031,1998-04-25
sa3007036,2001-01-20
sa3007044,1996-12-07
sa3007046,1997-08-10
sa3007047,1996-09-27
sa3007048,2000-08-25
sa3007050,2000-07-24
sa3007053,1997-02-01
sa3007057,1999-08-02
sa3007059,2001-04-27
sa3007065,2000-05-29
sa3007078,1995-12-02
sa3007089,1995-10-19
sa3007200,1995-07-19
sa3007216,1996-11-06
sa3007230,1996-09-23
sa3007240,1997-07-07
sa3007243,1996-06-04
sa3007244,1997-01-20
sa3007249,1997-06-11
sa3007252,1997-04-03
sa3007261,1995-10-11
sa3007282,1997-06-06
sa3007298,2000-05-23
sa3007326,2000-08-17
sa3007331,1999-05-17
sa3007459,1997-02-14
sa3007461,1996-12-05
sa3007468,1999-07-01
sa3007473,1996-11-13
sa3007477,1997-04-26
sa3007478,1997-10-19
sa3007485,1996-09-14
sa3007502,1996-12-05
sa3007503,1996-10-03
sa3007505,1997-10-10
sa3007513,2000-08-31
sa3007585,1995-12-22
sa3007587,1996-12-26
sa3007590,1996-01-11
sa3007598,1999-01-29
sa3007606,2001-03-08
sa3007611,1998-04-21
sa3007613,1996-09-13
sa3007618,1996-10-29
sa3007624,1995-09-01
sa3007627,1998-05-07
sa3007629,1996-06-26
sa3007631,1996-08-28
sa3007639,2000-03-27
sa3007640,1999-06-13
sa3007718,1996-06-08
sa3007719,1998-05-21
sa3007721,1996-05-12
sa3007724,2000-09-03
sa3007728,1997-02-03
sa3007730,1997-04-15
sa3007734,1998-07-28
sa3007743,1999-08-27
sa3007771,1996-10-30
sa3007775,2000-02-20
sa3007776,1996-12-12
sa3007788,1998-07-08
sa3007809,1998-12-02
sa3007818,1994-07-30
sa3007819,1999-08-03
sa3007822,1997-06-21
sa3007826,1997-02-18
sa3007833,1995-09-30
sa3007834,1995-12-30
sa3007840,1998-08-04
sa3007842,2000-09-24
sa3007851,1997-08-18
sa3007852,1997-08-01
sa3007856,1997-10-08
sa3007860,1995-08-03
sa3007869,1996-06-16
sa3007870,1994-11-18
sa3007871,1996-10-24
sa3007874,2001-07-18
sa3007876,1999-11-02
sa3007877,1999-09-30
sa3007896,1999-11-05
sa3007914,2001-04-16
sa3007926,1997-09-30
sa3007931,1998-05-28
sa3007932,1996-03-06
sa3007934,2000-05-15
sa3007935,1999-12-24
sa3007959,1997-04-18
sa3007963,1999-01-27
sa3007966,1996-05-25
sa3007967,1996-05-30
sa3007975,2000-07-08
sa3007977,2000-08-30
sa3007991,1998-09-12
sa3007992,2000-02-10
sa3008003,1997-09-06
sa3008005,2000-03-12
sa3008007,1998-09-07
sa3008023,1997-04-02
sa3008029,1996-01-05
sa3008051,1997-10-07
sa3008069,1996-09-30
sa3008074,2001-05-06
sa3008076,1996-04-25
sa3008080,1999-10-08
sa3008096,1996-10-18
sa3008101,1999-12-10
sa3008103,1995-01-31
sa3008110,2000-10-18
sa3008113,2001-03-09
sa3008127,1996-02-25
sa3008129,1996-04-25
sa3008131,2001-05-27
sa3008134,1995-10-04
sa3008137,2001-03-26
sa3008140,1996-10-31
sa3008164,1999-09-01
sa3008166,1996-09-09
sa3008173,1997-09-15
sa3008176,1999-11-29
sa3008181,1996-09-05
sa3008183,1996-07-27
sa3008184,1999-09-24
sa3008227,1997-04-16
sa3008228,1999-09-16
sa3008238,1998-09-01
sa3008243,1996-11-12
sa3008249,2000-01-01
sa3008250,1999-11-12
sa3008251,1997-04-07
sa3008259,1996-02-15
sa3008261,1998-01-09
sa3008263,2000-02-27
sa3008279,1996-01-02
sa3008282,1997-07-25
sa3008290,1999-12-15
sa3008297,2000-07-31
sa3008312,1996-08-22
sa3008329,2000-10-15
sa3008330,2000-04-20
sa3008332,1999-12-08
sa3008333,1999-06-27
sa3008335,1999-09-09
sa3008360,1999-12-28
sa3008361,1996-11-13
sa3008362,2001-04-21
sa3008374,2001-01-10
sa3008375,1995-09-07
sa3008391,1996-03-28
sa3008406,2000-12-10
sa3008426,1999-07-05
sa3008434,1998-04-10
sa3008438,2001-01-08
sa3008443,1996-03-27
sa3008445,1999-09-23
sa3008452,2000-10-25
sa3008453,1997-02-13
sa3008454,1996-08-15
sa3008477,1998-02-16
sa3008486,2001-04-16
sa3008487,2000-01-06
sa3008488,1996-12-03
sa3008514,1995-02-09
sa3008523,1996-10-08
sa3008542,2000-07-06
sa3008580,2001-04-17
sa3008588,1999-06-23
sa3008589,2000-05-23
sa3008590,1999-10-02
sa3008599,1996-12-02
sa3008602,1996-07-20
sa3008619,1995-01-12
sa3008630,1996-12-18
sa3008641,2000-05-01
sa3008678,2002-05-08
sa3008683,2000-08-13
sa3008697,2001-03-30
sa3008699,2000-10-08
sa3008711,2002-07-14
sa3008713,1998-07-04
sa3008716,2002-01-17
sa3008723,1998-10-08
sa3008724,2001-11-05
sa3008726,2001-03-20
sa3008737,2000-03-16
sa3008742,2001-09-07
sa3008743,2002-04-26
sa3008744,2002-02-22
sa3008746,2001-11-13
sa3008747,2002-01-03
sa3008749,2001-11-20
sa3008751,2002-07-10
sa3008757,2002-08-29
sa3008759,2001-09-10
sa3008768,2002-06-25
sa3008771,2001-10-22
sa3008775,2002-01-08
sa3008782,2001-11-22
sa3008784,2001-11-07
sa3008785,2001-12-23
sa3008789,2001-12-17
sa3008795,2001-10-08
sa3008799,2002-04-13
sa3008801,2001-11-25
sa3008805,2001-09-18
sa3008807,2001-11-29
sa3008808,2001-12-05
sa3008826,2002-03-19
sa3008831,2001-09-27
sa3008832,2002-02-20
sa3008836,2002-07-09
sa3008839,2001-11-18
sa3008842,2002-03-22
sa3008845,2001-01-01
sa3008851,2001-10-29
sa3008865,2002-07-24
sa3008868,2002-06-08
sa3008874,2001-12-28
sa3008876,2001-12-28
sa3008877,2002-05-11
sa3008878,2002-06-04
sa3008879,2002-02-08
sa3008883,2001-10-16
sa3008885,2002-07-25
sa3008886,2002-04-29
sa3008887,2001-12-10
sa3008888,2001-12-21
sa3008892,2001-11-28
sa3008904,2001-02-23
sa3008905,2002-06-04
sa3008907,2001-09-23
sa3008915,2001-12-20
sa3008929,2002-08-06
sa3008936,2001-12-26
sa3008938,1999-08-08
sa3008941,2002-02-21
sa3008942,2001-10-10
sa3008943,2002-05-13
sa3008944,1999-12-14
sa3008946,1999-07-30
sa3008952,2002-08-02
sa3008953,2000-08-29
sa3009191,1999-10-11
sa3009205,2000-11-09
sa3009206,2002-01-20
sa3009212,2002-02-06
sa3009217,2000-09-14
sa3009219,2001-04-06
sa3009220,2001-10-08
sa3009222,2000-11-25
sa3009229,2002-05-10
sa3009237,2001-12-15
sa3009238,2002-08-10
sa3009242,1999-12-13
sa3009243,2001-04-10
sa3009253,2002-08-20
sa3009262,1998-12-22
sa3009266,2002-05-19
sa3009271,2002-06-29
sa3009275,2002-05-08
sa3009279,2002-01-04
sa3009299,2002-01-31
sa3009309,2002-04-03
sa3009310,2002-04-05
sa3009324,2002-05-11
sa3009326,2002-07-10
sa3009330,2001-09-28
sa3009334,2001-09-17
sa3009463,2001-09-07
sa3009469,2000-02-05
sa3009471,2001-12-04
sa3009473,2002-01-05
sa3009477,2002-02-25
sa3009484,2001-08-16
sa3009493,1999-09-16
sa3009494,2000-08-19
sa3009504,2002-08-30
sa3009508,2000-11-07
sa3009519,1998-09-07
sa3009521,2001-11-13
sa3009524,2002-06-05
sa3009525,1999-07-19
sa3009527,2001-09-10
sa3009534,2001-11-22
sa3009538,2002-07-02
sa3009551,2002-05-17
sa3009558,2002-08-12
sa3009565,2001-11-05
sa3009592,2002-05-02
sa3009593,2002-01-22
sa3009599,2001-11-03
sa3009602,2001-11-26
sa3009615,2000-12-30
sa3009622,2001-09-02
sa3009626,2001-04-07
sa3009631,1998-01-16
sa3009632,2000-01-16
sa3009638,2000-10-24
sa3009640,2001-03-22
sa3009641,2002-01-18
sa3009713,2001-10-04
sa3009716,2002-06-18
sa3009725,2001-09-06
sa3009735,2001-01-13
sa3009745,1999-12-17
sa3009747,2002-01-15
sa3009753,2000-02-13
sa3009754,2002-07-16
sa3009763,2002-08-24
sa3009778,2002-07-06
sa3009782,2002-02-19
sa3009788,2001-04-04
sa3009817,2002-08-23
sa3009834,2002-03-29
sa3009851,2000-06-15
sa3009858,1997-06-28
sa3009860,1997-03-24
sa3009866,1997-06-21
sa3009868,1997-12-19
sa3009874,1997-12-18
sa3009875,1996-09-11
sa3009878,1997-02-15
sa3009891,1997-02-14
sa3009922,1997-05-12
sa3009928,1998-05-20
sa3009935,1997-07-30
sa3009936,2002-08-20
sa3009950,1999-05-29
sa3009984,1997-10-02
sa3009985,1999-04-29
sa3009986,2000-09-10
sa3009990,2001-09-06
sa3009991,2001-11-22
sa3009992,2000-05-27
sa3009993,2001-10-17
sa3009997,1997-05-17
sa3010005,1996-05-22
sa3010008,1997-10-12
sa3010017,1996-11-15
sa3010018,2001-04-24
sa3010021,1997-07-13
sa3010023,2000-08-04
sa3010025,2001-05-11
sa3010026,2002-03-16
sa3010028,2001-06-11
sa3010032,2001-02-02
sa3010035,1998-10-23
sa3010036,1997-10-20
sa3010037,2001-08-16
sa3010043,2001-07-14
sa3010047,2001-10-04
sa3010048,1999-03-23
sa3010118,1997-08-24
sa3010119,1997-03-24
sa3010124,2000-02-23
sa3010125,2001-04-05
sa3010129,1997-06-03
sa3010134,2000-09-13
sa3010135,2001-07-01
sa3010142,1996-12-24
sa3010143,1998-05-16
sa3010155,2001-12-10
sa3010157,1997-06-15
sa3010159,1997-04-01
sa3010160,1998-07-20
sa3010162,2001-02-21
sa3010165,2001-06-16
sa3010166,1996-12-11
sa3010236,1996-12-29
sa3010238,1997-03-12
sa3010242,2000-11-17
sa3010243,1999-11-26
sa3010244,2000-06-22
sa3010246,2001-08-04
sa3010248,2001-07-14
sa3010250,1997-10-24
sa3010251,2001-05-19
sa3010253,2001-02-04
sa3010254,1998-07-27
sa3010255,1997-09-21
sa3010256,1997-06-06
sa3010258,1996-12-20
sa3010259,1996-08-01
sa3010260,1997-03-17
sa3010278,1997-04-25
sa3010303,1997-11-21
sa3010304,2001-09-18
sa3010306,1998-08-08
sa3010311,1998-01-21
sa3010313,1997-06-25
sa3010314,1997-09-26
sa3010317,1996-07-07
sa3010326,1996-06-03
sa3010335,2000-09-30
sa3010336,1997-09-09
sa3010341,2000-12-14
sa3010342,1996-12-03
sa3010364,1997-07-07
sa3010365,1997-09-03
sa3010369,1999-12-16
sa3010370,1999-01-14
sa3010371,2001-08-17
sa3010374,1998-08-13
sa3010395,1997-08-17
sa3010555,1998-06-23
sa3010560,1998-05-02
sa3010563,1995-11-16
sa3010566,1998-03-24
sa3010567,1996-04-08
sa3010574,1998-05-05
sa3010582,1996-05-15
sa3010584,1998-04-25
sa3010596,1998-08-19
sa3010597,2000-07-29
sa3010599,1998-03-02
sa3010603,1999-12-26
sa3010615,1996-10-01
sa3010625,1998-03-11
sa3010627,1998-09-22
sa3010630,1999-05-08
sa3010636,2000-12-31
sa3010647,1997-12-04
sa3010648,1999-08-08
sa3010649,1998-03-19
sa3010652,1997-03-11
sa3010654,2002-05-31
sa3010658,1998-04-09
sa3010660,2001-09-26
sa3010666,1998-04-17
sa3010675,2000-07-09
sa3010693,2001-10-06
sa3010696,2000-12-04
sa3010702,1997-05-14
sa3010703,1998-05-28
sa3010704,2000-12-14
sa3010706,2001-06-02
sa3010710,1997-03-29
sa3010712,1996-12-19
sa3010720,2000-11-23
sa3010776,1996-09-03
sa3010777,1997-02-25
sa3010778,1997-05-05
sa3010781,1997-09-21
sa3010782,1997-07-31
sa3010783,1998-06-11
sa3010787,1998-02-06
sa3010789,1996-05-28
sa3010800,2001-12-12
sa3010808,2002-05-25
sa3010812,1998-03-11
sa3010813,1998-05-06
sa3010814,1997-01-11
sa3010821,1997-02-02
sa3010824,1998-04-30
sa3010825,1998-01-20
sa3010827,1999-07-02
sa3010836,1999-05-06
sa3010845,1998-03-08
sa3010853,1998-03-16
sa3010867,2001-04-02
sa3010870,2000-11-19
sa3010876,2002-01-02
sa3010886,2001-07-03
sa3010887,1997-11-03
sa3010889,2001-04-08
sa3010897,1997-06-21
sa3010902,1998-11-19
sa3010906,1998-07-27
sa3011099,2000-08-04
sa3011122,1997-05-01
sa3011123,1998-07-29
sa3011125,1998-03-31
sa3011126,1998-06-11
sa3011129,1997-11-21
sa3011130,1998-01-02
sa3011131,2000-08-02
sa3011133,1999-08-03
sa3011136,2001-12-16
sa3011137,1999-10-16
sa3011139,2000-09-28
sa3011141,1998-06-01
sa3011143,1996-11-03
sa3011145,1997-12-22
sa3011152,1997-03-20
sa3011187,1997-12-01
sa3011189,1998-07-08
sa3011190,1998-01-24
sa3011191,1998-07-25
sa3011192,1998-07-27
sa3011195,1997-11-24
sa3011196,1997-09-18
sa3011198,2000-08-17
sa3011199,2000-07-27
sa3011200,1998-07-04
sa3011204,1998-04-18
sa3011231,1997-12-04
sa3011232,1997-04-01
sa3011235,1997-09-02
sa3011245,1998-01-02
sa3011250,1997-06-21
sa3011254,1996-12-27
sa3011260,2001-10-15
sa3011264,1997-11-10
sa3011265,1997-06-06
sa3011329,2002-01-16
sa3011330,2001-03-10
sa3011334,1998-01-22
sa3011337,1997-12-20
sa3011349,2001-01-28
sa3011350,2000-11-29
sa3011366,2001-06-02
sa3011367,1997-12-08
sa3011368,1998-06-05
sa3011369,1996-03-11
sa3011372,2000-11-15
sa3011379,1998-03-24
sa3011395,1997-12-08
sa3011397,2000-04-28
sa3011399,2001-01-19
sa3011410,1997-09-01
sa3011411,1998-05-13
sa3011413,1998-06-25
sa3011417,1996-08-17
sa3011420,2000-12-25
sa3011421,1995-12-16
sa3011433,2000-06-26
sa3011436,2001-09-20
sa3011437,2001-06-29
sa3011440,1999-11-03
sa3011441,2001-10-23
sa3011445,2001-01-02
sa3011446,2000-08-25
sa3011463,1997-09-20
sa3011467,1997-10-16
sa3011469,1997-05-23
sa3011471,1997-03-03
sa3011481,1995-09-20
sa3011493,1998-05-19
sa3011496,1997-11-23
sa3011497,2001-03-21
sa3011500,1996-04-24
sa3011501,2001-06-20
sa3011502,2000-08-31
sa3011523,1997-01-15
sa3011525,1997-09-10
sa3011527,1998-03-09
sa3011531,1998-10-14
sa3011533,1997-07-27
sa3011538,1998-04-02
sa3011554,1996-08-19
sa3011559,1998-05-19
sa3011571,1998-03-18
sa3011574,2000-11-16
sa3011578,2002-05-16
sa3011585,1996-06-17
sa3011587,1998-05-28
sa3011592,1998-04-30
sa3011599,2001-10-10
sa3011606,1997-06-24
sa3011608,2002-02-24
sa3011609,2000-09-15
sa3011624,2000-06-18
sa3011626,2001-03-15
sa3011628,1998-07-23
sa3011629,2001-05-10
sa3011632,2001-07-20
sa3011636,2001-05-22
sa3011638,2000-09-01
sa3011640,2002-05-04
sa3011651,1997-07-13
sa3011654,1997-02-10
sa3011658,2000-06-25
sa3011674,2000-08-24
sa3011676,1998-03-14
sa3011677,2000-12-04
sa3011679,1999-11-14
sa3011682,2001-04-17
sa3011695,1997-05-28
sa3011710,1998-06-30
sa3011712,2001-03-14
sa3011716,1999-04-25
sa3011717,2001-09-25
sa3011726,1998-10-14
sa3011727,1997-08-24
sa3011728,2002-03-25
sa3011733,2001-08-06
sa3011735,2001-10-12
sa3011736,2001-07-12
sa3011737,1997-08-01
sa3011739,2001-06-01
sa3011740,2001-04-17
sa3011741,2000-09-08
sa3011743,2001-02-12
sa3011750,2001-02-11
sa3011751,2002-01-01
sa3011753,2002-05-25
sa3011754,2000-07-01
sa3011763,2000-10-17
sa3011776,2000-06-10
sa3011779,2001-08-22
sa3011783,2001-06-14
sa3011785,2001-02-28
sa3011801,1996-06-15
sa3011803,2001-01-09
sa3011805,1995-03-21
sa3011810,2002-08-01
sa3011811,2000-06-14
sa3011812,2001-07-09
sa3011815,2001-05-24
sa3011821,2001-09-06
sa3011841,2000-11-13
sa3011849,2001-02-03
sa3011851,2002-01-28
sa3011857,2001-12-02
sa3011859,2002-06-20
sa3011862,1999-02-12
sa3011865,1998-02-20
sa3011866,2000-08-11
sa3011879,2001-12-03
sa3011889,1998-02-17
sa3011900,1997-08-06
sa3011906,
sa3011910,
sa3011926,1992-10-24
sa3011929,1998-12-16
sa3011930,1994-04-26
sa3011932,1996-03-05
sa3011933,2000-01-12
sa3012000,1985-01-21
sa3012015,1985-08-26
sa3012016,1985-03-21
sa3012021,1985-07-31
sa3012023,1985-08-18
sa3012034,1987-02-28
sa3012035,1987-07-31
sa3012037,1987-06-05
sa3012046,1989-01-02
sa3012048,1987-11-01
sa3012050,1988-03-18
sa3012057,1989-12-30
sa3012058,1989-08-22
sa3012061,1986-02-25
sa3012062,
sa3012064,1990-08-26
sa3012065,1990-03-23
sa3012066,1989-03-20
sa3014424,1999-02-09
sa3014426,1998-11-25
sa3014429,1999-02-04
sa3014431,1999-01-11
sa3014436,1999-07-05
sa3014448,1998-11-20
sa3014449,1998-12-31
sa3014450,1998-10-02
sa3014451,1998-12-28
sa3014452,1998-09-05
sa3014453,1998-10-11
sa3014455,1999-05-28
sa3014460,2001-08-29
sa3014468,1999-06-02
sa3014469,1998-05-06
sa3014471,2001-10-03
sa3014472,1999-03-11
sa3014473,2001-10-12
sa3014486,1999-07-20
sa3014491,1999-04-02
sa3014494,1999-06-04
sa3014496,1999-02-21
sa3014500,1998-11-01
sa3014501,1999-04-20
sa3014502,2002-02-21
sa3014507,2002-09-26
sa3014508,2002-07-12
sa3014509,2001-08-01
sa3014517,2001-09-11
sa3014519,2001-09-18
sa3014520,1999-06-24
sa3014521,2001-06-15
sa3014524,1999-04-07
sa3014525,2001-07-20
sa3014530,1999-03-10
sa3014532,1998-12-01
sa3014538,1999-09-05
sa3014540,2002-01-28
sa3014541,2001-07-01
sa3014542,1999-02-12
sa3014543,2001-08-13
sa3014544,2001-11-17
sa3014548,1999-06-05
sa3014549,1999-01-08
sa3014675,1999-04-07
sa3014676,2002-12-04
sa3014679,2002-09-10
sa3014681,1999-11-23
sa3014683,2003-06-14
sa3014684,2002-02-10
sa3014686,2003-02-20
sa3014687,2002-09-12
